pt,au,ti,so,py,vl,bp,ep,ar,hit,impact,impact_metric,impact_notes,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,aut_loc,multiple_loc,location_notes,phylum,lat5,lon5,lat6,lon6,lat7,lon7,lat8,lon8,lat9,lon9,province,topic,subtopic,impact_method,species,column,iucn_no
J,"Beare, DJ; Burns, F; Greig, A; Jones, EG; Peach, K; Kienzle, M; McKenzie, E; Reid, DG",Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities,MARINE ECOLOGY PROGRESS SERIES,2004,284,269,278,NA,exotic,no,"NA","NA",55.127670999999999,2.6911130000000001,"NA","NA","NA","NA","NA","NA",north_sea,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Engraulis encrasicolus,iucn_no1,9.X
J,"Beare, DJ; Burns, F; Greig, A; Jones, EG; Peach, K; Kienzle, M; McKenzie, E; Reid, DG",Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities,MARINE ECOLOGY PROGRESS SERIES,2004,284,269,278,NA,exotic,no,"NA","NA",55.127670999999999,2.6911130000000001,"NA","NA","NA","NA","NA","NA",north_sea,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Sardina pilchardus,iucn_no1,9.X
J,"Beare, DJ; Burns, F; Greig, A; Jones, EG; Peach, K; Kienzle, M; McKenzie, E; Reid, DG",Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities,MARINE ECOLOGY PROGRESS SERIES,2004,284,269,278,NA,exotic,no,"NA","NA",55.127670999999999,2.6911130000000001,"NA","NA","NA","NA","NA","NA",north_sea,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Mullus surmuletus,iucn_no1,9.X
J,"Beare, DJ; Burns, F; Greig, A; Jones, EG; Peach, K; Kienzle, M; McKenzie, E; Reid, DG",Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities,MARINE ECOLOGY PROGRESS SERIES,2004,284,269,278,NA,exotic,no,"NA","NA",55.127670999999999,2.6911130000000001,"NA","NA","NA","NA","NA","NA",north_sea,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Echiichthys vipera,iucn_no1,9.X
J,"Beare, DJ; Burns, F; Greig, A; Jones, EG; Peach, K; Kienzle, M; McKenzie, E; Reid, DG",Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities,MARINE ECOLOGY PROGRESS SERIES,2004,284,269,278,NA,exotic,no,"NA","NA",55.127670999999999,2.6911130000000001,"NA","NA","NA","NA","NA","NA",north_sea,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Helicolenus dactylopterus,iucn_no1,9.X
J,"Work, TM; Rameyer, RA; Takata, G; Kent, ML",Protozoal and epitheliocystis-like infections in the introduced bluestripe snapper Lutjanus kasmira in Hawaii,DISEASES OF AQUATIC ORGANISMS,2003,57,59,66,NA,introduced,no,"NA","NA",21.31108,-157.968671,"NA","NA","NA","NA","NA","NA",oahu,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",37,ecology,host,NA,Lutjanus kasmira,iucn_no1,9.X
J,"Lambert, G","New records of ascidians from the NE Pacific: a new species of Trididemnum, range extension and redescription of Aplidiopsis pannosum (Ritter, 1899) including its larva, and several non-indigenous species",ZOOSYSTEMA,2003,25,665,679,NA,non-indigenous,no,"NA","NA",48.538561999999999,-123.01604500000001,"NA","NA","NA","NA","NA","NA",Friday_harbour_labs,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,distribution,NA,NA,Trididemnum alexi,iucn_no1,15.11
J,"Lambert, G","New records of ascidians from the NE Pacific: a new species of Trididemnum, range extension and redescription of Aplidiopsis pannosum (Ritter, 1899) including its larva, and several non-indigenous species",ZOOSYSTEMA,2003,25,665,679,NA,non-indigenous,no,"NA","NA",48.538561999999999,-123.01604500000001,"NA","NA","NA","NA","NA","NA",Friday_harbour_labs,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,taxonomy,NA,NA,Trididemnum alexi,iucn_no1,15.11
J,"Lambert, G","New records of ascidians from the NE Pacific: a new species of Trididemnum, range extension and redescription of Aplidiopsis pannosum (Ritter, 1899) including its larva, and several non-indigenous species",ZOOSYSTEMA,2003,25,665,679,NA,non-indigenous,no,"NA","NA",48.538561999999999,-123.01604500000001,"NA","NA","NA","NA","NA","NA",Friday_harbour_labs,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,distribution,NA,NA,Aplidiopsis pannosum,iucn_no1,15.11
J,"Lambert, G","New records of ascidians from the NE Pacific: a new species of Trididemnum, range extension and redescription of Aplidiopsis pannosum (Ritter, 1899) including its larva, and several non-indigenous species",ZOOSYSTEMA,2003,25,665,679,NA,non-indigenous,no,"NA","NA",48.538561999999999,-123.01604500000001,"NA","NA","NA","NA","NA","NA",Friday_harbour_labs,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,taxonomy,NA,NA,Aplidiopsis pannosum,iucn_no1,15.11
J,"Olden, JD; Poff, NL",Toward a mechanistic understanding and prediction of biotic homogenization,AMERICAN NATURALIST,2003,162,442,460,NA,nonnative,no,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",global,Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",review,NA,NA,review,iucn_no1,"NA"
J,"Turon, X; Tarjuelo, I; Duran, S; Pascual, M",Characterising invasion processes with genetic data: an Atlantic clade of Clavelina lepadiformis (Ascidiacea) introduced into Mediterranean harbours,HYDROBIOLOGIA,2003,503,29,35,NA,introduced,no,"NA","NA",38.549594999999997,-28.152467000000001,41.530948000000002,2.5856020000000002,"NA","NA","NA","NA",azores,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,genetics,NA,NA,Clavelina lepadiformis,iucn_no1,12.1
J,"Turon, X; Tarjuelo, I; Duran, S; Pascual, M",Characterising invasion processes with genetic data: an Atlantic clade of Clavelina lepadiformis (Ascidiacea) introduced into Mediterranean harbours,HYDROBIOLOGIA,2003,503,29,35,NA,introduced,no,"NA","NA",38.549594999999997,-28.152467000000001,41.530948000000002,2.5856020000000002,"NA","NA","NA","NA",azores,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,genetics,NA,NA,Clavelina lepadiformis,iucn_no1,12.1
J,"Occhipinti-Ambrogi, A; Savini, D",Biological invasions as a component of global change in stressed marine ecosystems,MARINE POLLUTION BULLETIN,2003,46,542,551,NA,non-indigenous/alien,no,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",global,Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",review,NA,NA,review,iucn_no1,"NA"
J,"Francis, MP; Walsh, C; Morrison, MA; Middleton, C","Invasion of the Asian goby, Acentrogobius pflaumii, into New Zealand, with new locality records of the introduced bridled goby, Arenigobius bifrenatus",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,2003,37,105,112,NA,introduced,no,"NA","NA",-36.834226000000001,174.685047,"NA","NA","NA","NA","NA","NA",waitemata_harbour,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",53,distribution,NA,NA,Acentrogobius pflaumii,iucn_no1,9.456
J,"Francis, MP; Walsh, C; Morrison, MA; Middleton, C","Invasion of the Asian goby, Acentrogobius pflaumii, into New Zealand, with new locality records of the introduced bridled goby, Arenigobius bifrenatus",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,2003,37,105,112,NA,introduced,no,"NA","NA",-36.834226000000001,174.685047,"NA","NA","NA","NA","NA","NA",waitemata_harbour,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",53,distribution,NA,NA,Arenigobius bifrenatus,iucn_no1,9.456
J,"Stachowicz, JJ; Terwin, JR; Whitlatch, RB; Osman, RW",Linking climate change and biological invasions: Ocean warming facilitates nonindigenous species invasions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2002,99,15497,15500,NA,nonindigenous/introduced/nonnative/exotic,no,"NA","NA",41.315080999999999,-72.064051000000006,"NA","NA","NA","NA","NA","NA",avery_point,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,distribution,NA,NA,Ascidiella aspersa,iucn_no1,15.11
J,"Stachowicz, JJ; Terwin, JR; Whitlatch, RB; Osman, RW",Linking climate change and biological invasions: Ocean warming facilitates nonindigenous species invasions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2002,99,15497,15500,NA,nonindigenous/introduced/nonnative/exotic,no,"NA","NA",41.315080999999999,-72.064051000000006,"NA","NA","NA","NA","NA","NA",avery_point,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,distribution,NA,NA,Botrylloides violaceus,iucn_no1,15.11
J,"Stachowicz, JJ; Terwin, JR; Whitlatch, RB; Osman, RW",Linking climate change and biological invasions: Ocean warming facilitates nonindigenous species invasions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2002,99,15497,15500,NA,nonindigenous/introduced/nonnative/exotic,no,"NA","NA",41.315080999999999,-72.064051000000006,"NA","NA","NA","NA","NA","NA",avery_point,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,distribution,NA,NA,Diplosoma listerianum,iucn_no1,15.11
J,"Ballarin, L; Cima, F; Floreani, M; Sabbadin, A",Oxidative stress induces cytotoxicity during rejection reaction in the compound ascidian Botryllus schlosseri,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,2002,133,411,418,PII S1532-0456(02)00123-0,alien,no,"NA","NA",45.428559,12.335228000000001,"NA","NA","NA","NA","NA","NA",venice,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,ecology,competition,NA,Botryllus schlosseri,iucn_no1,13.4
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Botryllus schlosseri,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Botryllus schlosseri,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Botryllus schlosseri,iucn_no3,9.7
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Botryllus schlosseri,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Botryllus schlosseri,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Botryllus schlosseri,iucn_no3,9.7
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Molgula manhattensis,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Molgula manhattensis,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Molgula manhattensis,iucn_no3,9.7
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Molgula manhattensis,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Molgula manhattensis,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Molgula manhattensis,iucn_no3,9.7
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Ciona intestinalis,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Ciona intestinalis,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,field experiment,Ciona intestinalis,iucn_no3,9.7
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Ciona intestinalis,iucn_no1,9.23
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Ciona intestinalis,icun_no2,9.9
J,"Stachowicz, JJ; Fried, H; Osman, RW; Whitlatch, RB","Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process",ECOLOGY,2002,83,2575,2590,NA,nonindigenous/invasive,yes,competition,decreases in native spp richness,41.309562,-72.085835000000003,"NA","NA","NA","NA","NA","NA",thames,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,competition,correlation,Ciona intestinalis,iucn_no3,9.7
J,"Anil, AC; Venkat, K; Sawant, SS; Dileepkumar, M; Dhargalkar, VK; Ramaiah, N; Harkantra, SN; Ansari, ZA",Marine bioinvasion: Concern for ecology and shipping,CURRENT SCIENCE,2002,83,214,218,NA,alien,no,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",global,Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",review,NA,NA,review,iucn_no1,"NA"
J,"Castilla, JC; Collins, AG; Meyer, CP; Guinez, R; Lindberg, DR","Recent introduction of the dominant tunicate, Pyura praeputialis (Urochordata, Pyuridae) to Antofagasta, Chile",MOLECULAR ECOLOGY,2002,11,1579,1584,NA,introduced,no,"NA","NA",-23.601300999999999,-70.395803999999998,"NA","NA","NA","NA","NA","NA",antofagasta,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",45,genetics,NA,NA,Pyura praeputialis,iucn_no1,12.X
J,"Castriota, L; Greco, S; Marino, G; Andaloro, F","First record of Seriola rivoliana Cuvier, 1833 in the Mediterranean",JOURNAL OF FISH BIOLOGY,2002,60,486,488,NA,alien,no,"NA","NA",35.507137999999998,12.628361,"NA","NA","NA","NA","NA","NA",lampedusa,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,distribution,NA,NA,Seriola rivoliana,iucn_no1,9.X
J,"Bilecenoglu, M; Kaya, M","Growth of marbled spinefoot Siganus rivulatus Forsskal, 1775 (Teleostei : Siganidae) introduced to Antalya Bay, eastern Mediterranean Sea (Turkey)",FISHERIES RESEARCH,2002,54,279,285,NA,introduced,no,"NA","NA",36.870539999999998,30.706662999999999,"NA","NA","NA","NA","NA","NA",antalya_bay,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,ecology,population dynamics,NA,Siganus rivulatus,iucn_no1,9.23
J,"Bilecenoglu, M; Kaya, M","Growth of marbled spinefoot Siganus rivulatus Forsskal, 1775 (Teleostei : Siganidae) introduced to Antalya Bay, eastern Mediterranean Sea (Turkey)",FISHERIES RESEARCH,2002,54,279,285,NA,introduced,no,"NA","NA",36.870539999999998,30.706662999999999,"NA","NA","NA","NA","NA","NA",antalya_bay,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,ecology,population dynamics,NA,Siganus rivulatus,icun_no2,9.7
J,"Friedlander, AM; Parrish, JD; DeFelice, RC",Ecology of the introduced snapper Lutjanus kasmira (Forsskal) in the reef fish assemblage of a Hawaiian bay,JOURNAL OF FISH BIOLOGY,2002,60,28,48,NA,introduced,no,"NA","NA",22.207004000000001,159.50708800000001,"NA","NA","NA","NA","NA","NA",hanalei_bay,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",37,ecology,habitat,NA,Lutjanus kasmira,iucn_no1,9.8
J,"Friedlander, AM; Parrish, JD; DeFelice, RC",Ecology of the introduced snapper Lutjanus kasmira (Forsskal) in the reef fish assemblage of a Hawaiian bay,JOURNAL OF FISH BIOLOGY,2002,60,28,48,NA,introduced,no,"NA","NA",22.207004000000001,159.50708800000001,"NA","NA","NA","NA","NA","NA",hanalei_bay,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",37,ecology,habitat,NA,Lutjanus kasmira,icun_no2,9.456
J,"Stoner, DS; Ben-Shlomo, R; Rinkevich, B; Weissman, IL",Genetic variability of Botryllus schlosseri invasions to the east and west coasts of the USA,MARINE ECOLOGY PROGRESS SERIES,2002,243,93,100,NA,introduced,no,"NA","NA",38.311511000000003,-123.028234,"NA","NA","NA","NA","NA","NA",bodega_harbour,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,genetics,NA,NA,Botryllus schlosseri,iucn_no1,9.X
J,"Whitfield, PE; Gardner, T; Vives, SP; Gilligan, MR; Courtenay, WR; Ray, GC; Hare, JA",Biological invasion of the Indo-Pacific lionfish Pterois volitans along the Atlantic coast of North America,MARINE ECOLOGY PROGRESS SERIES,2002,235,289,297,NA,nonindigenous/invasive,no,"NA","NA",35.348374999999997,-75.614566999999994,"NA","NA","NA","NA","NA","NA",north_carolina,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,distribution,NA,NA,Pterois volitans/miles,iucn_no1,9.X
J,"Soto, D; Jara, F; Moreno, C","Escaped salmon in the inner seas, southern Chile: Facing ecological and social conflicts",ECOLOGICAL APPLICATIONS,2001,11,1750,1762,NA,exotic,no,"NA","NA",-41.773045000000003,-73.121101999999993,"NA","NA","NA","NA","NA","NA",calbuca,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48,management,NA,NA,Oncorhynchus mykiss,iucn_no1,9.X
J,"Soto, D; Jara, F; Moreno, C","Escaped salmon in the inner seas, southern Chile: Facing ecological and social conflicts",ECOLOGICAL APPLICATIONS,2001,11,1750,1762,NA,exotic,no,"NA","NA",-41.773045000000003,-73.121101999999993,"NA","NA","NA","NA","NA","NA",calbuca,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48,management,NA,NA,Oncorhynchus kisutch,iucn_no1,9.X
J,"Soto, D; Jara, F; Moreno, C","Escaped salmon in the inner seas, southern Chile: Facing ecological and social conflicts",ECOLOGICAL APPLICATIONS,2001,11,1750,1762,NA,exotic,no,"NA","NA",-41.773045000000003,-73.121101999999993,"NA","NA","NA","NA","NA","NA",calbuca,Y,"NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",48,management,NA,NA,Salmo salar,iucn_no1,9.X
J,"Baldock, B; Bishop, JDD","Occurrence of the non-native ascidian Perophora japonica in the Fleet, southern England",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,2001,81,1067,1067,NA,non-native,no,"NA","NA",50.660508,-0.84322699999999995,"NA","NA","NA","NA","NA","NA",souther_england,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Perophora japonica,iucn_no1,15.11
J,"Lambert, G; Sanamyan, K","Distaplia alaskensis sp.nov (Ascidiacea, Aplousobranchia) and other new ascidian records from south-central Alaska, with a redescription of Ascidia columbiana (Huntsman, 1912)",CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,2001,79,1766,1781,NA,nonindigenous,no,"NA","NA",60.115195999999997,-149.431175,"NA","NA","NA","NA","NA","NA",seward_harbour,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,distribution,NA,NA,Botrylloides violaceus,iucn_no1,15.11
J,"Grosholz, E",Small spatial-scale differentiation among populations of an introduced colonial invertebrate,OECOLOGIA,2001,129,58,64,NA,introduced/nonindigenous,no,"NA","NA",43.166485000000002,-70.592777999999996,"NA","NA","NA","NA","NA","NA",cape_neddick,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,habitat,NA,Botrylloides sp.,iucn_no1,15.11
J,"Grosholz, E",Small spatial-scale differentiation among populations of an introduced colonial invertebrate,OECOLOGIA,2001,129,58,64,NA,introduced/nonindigenous,no,"NA","NA",43.166485000000002,-70.592777999999996,"NA","NA","NA","NA","NA","NA",cape_neddick,Y,"NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,ecology,habitat,NA,Botrylloides sp.,icun_no2,9.23
J,"West, JM; Zedler, JB",Marsh-creek connectivity: Fish use of a tidal salt marsh in southern California,ESTUARIES,2000,23,699,710,NA,exotic,no,"NA","NA",32.641959999999997,-117.115027,"NA","NA","NA","NA","NA","NA",sweetwater_marsh,"NA","NA",Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,ecology,habitat,NA,Poecilia latipinna,iucn_no1,12.5
J,"Nishikawa, T; Bishop, JDD; Sommerfeldt, AD",Occurrence of the alien ascidian Perophora japonica at Plymouth,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,2000,80,955,956,NA,alien,no,"NA","NA",50.361052999999998,-4.1407239999999996,"NA","NA","NA","NA","NA","NA",plymouth,"NA","NA",Tunicata,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,distribution,NA,NA,Perophora japonica,iucn_no1,15.11
J,"Wonham, MJ; Carlton, JT; Ruiz, GM; Smith, LD",Fish and ships: relating dispersal frequency to success in biological invasions,MARINE BIOLOGY,2000,136,1111,1121,NA,invasive,no,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",global,Fishes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",review,NA,NA,review,iucn_no1,"NA"
